Handle,Title,Vendor,Type,Tags,Variant Price,Variant Compare At Price,Cost per item,Shipping Destination,Status,Discount %,Margin %,Auto_Category,Text_Cluster
comemore-2026-new-mesh-breathable-chunky-dad-sneakers-for-women-sweet-lace-up-casual-color-block-spring-summer-sport-women-shoes-126597792093-ebbs1,Comemore Women Dad Mesh Chunky Sneakers White Silver Lace Up Casual Trainers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Casual shoes, Chunky sneakers, Dad shoes, Mesh trainers, Pearl laces, Street style, UK, White silver, Women sneakers",50.99,75.99,12.84,UK,active,32.9,74.8,Footwear,1
women-shoes-platform-chunky-new-loafers-casual-sport-shoes-elegant-2025-winter-trend-brand-woman-sneakers-walking-lolita-zapatos-126597792093-rx1q8,Women Platform Chunky Oxford Loafers Lace Up Casual Winter Lolita Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"black synthetic, casual footwear, chunky oxfords, lace up shoes, lolita fashion, lug sole, platform shoes, UK, winter streetwear",40.99,60.99,13.5,UK,active,32.8,67.1,Footwear,1
rfid-smart-wallet-card-holder-metal-thin-slim-men-women-wallets-pop-up-minimalist-wallet-small-black-purse-vallet-walets-for-men-126597792093-acmw9,Black RFID Smart Wallet Metal Card Holder Slim Pop Up Minimalist Protection,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Bags & Wallets,"black wallet, metal card holder, minimalist wallet, pop up wallet, RFID blocking, RFID wallet, slim wallet, smart wallet, UK",6.99,9.99,1.74,UK,active,30.0,75.1,Bags & Accessories,10
pu-leather-men-short-wallet-thin-style-folding-young-men-credit-card-holder-wallet-126597792093-p7vxi,Deabolar Men Slim Pu Leather Bifold Short Wallet Card Holder,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Bags & Wallets,"bifold, card holder, deabolar, front pocket, men wallet, minimalist, pu leather, slim wallet, UK, vintage",6.99,9.99,1.58,UK,active,30.0,77.4,Bags & Accessories,10
the-latest-shaquille-oneal-34-basketball-jerseys-for-men-and-women-in-2026-will-be-3d-printed-for-home-use-126597792093-x8bbb,Shaquille O'Neal 34 Basketball Jersey Unisex Graffiti Streetwear 2026,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Tops,"2026 Model, 3D Print, Basketball Jersey, Graffiti Streetwear, Neon Design, Shaquille, Sleeveless Vest, UK, Unisex Apparel, Urban Fashion",14.99,21.99,5.71,UK,active,31.8,61.9,Apparel,10
mens-simple-style-short-sleeve-t-shirt-be-kind-letter-printed-t-shirts-for-men-solid-color-crew-neck-tees-daily-casual-tops-126597792093-y5cxk,Men Simple Be Kind Printed Crew Neck Short Sleeve Casual Top Grey,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Tops,"be kind shirt, casual top, crew neck, graphic tee, grey tee, men tshirt, minimalist wear, short sleeve, UK",17.99,25.99,7.04,UK,active,30.8,60.9,Apparel,10
mens-simple-style-short-sleeve-t-shirt-be-kind-letter-printed-t-shirts-for-men-solid-color-crew-neck-tees-daily-casual-tops-126597792093-q6re1,Mens Grey Be Kind Graphic Printed Short Sleeve Casual Crew Neck T Shirt,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Tops,"be kind print, casual crew neck, everyday wear, grey graphic tee, men fashion, mens tshirt, short sleeve top, solid color, UK",17.99,25.99,7.04,UK,active,30.8,60.9,Apparel,10
design-logo-fees-for-custom-t-shirt-please-provide-the-design-pictures-otherwise-the-transaction-will-be-cancelled-126597792093-xnz97,Custom T Shirt Logo Design And Printing Fee UK Service,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Tops,"apparel customization, custom t shirt, DIY print, graphic printing, logo application, logo design, printing fee, UK, UK service",1.99,2.99,0.92,UK,active,33.4,53.8,Apparel,10
new-a6s-tws-wireless-bluetooth-headphones-sport-in-ear-earphone-with-microphone-mini-pods-earbuds-noise-cancelling-headsets-126597792093-2ouat,A6s Tws Wireless Bluetooth Headphones With Microphone Hifi Stereo Uk,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"Bluetooth 5.0, Bluetooth Headphones, Dual Pairing, HiFi Stereo, Lightweight Earbuds, Magnetic Case, Microphone, Sport Earbuds, TWS Earbuds, UK, Wireless Earphones",8.99,13.99,3.03,UK,active,35.7,66.3,Audio,10
wireless-bluetooth-53-headphones-noise-cancelling-earphones-mic-pods-over-ear-sports-gaming-headset-126597792093-hgqeg,Wireless Bluetooth 5.3 Over Ear Headphones Noise Cancelling Gaming Sports,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"Bluetooth headphones, commuting, gaming headset, matte black, noise cancelling, over ear, sports audio, UK, wireless audio",27.99,40.99,12.19,UK,active,31.7,56.4,Audio,10
smart-watch-for-women-men-wristwatch-bluetooth-connected-phone-player-music-fitness-sport-bracelet-sleep-monitor-digital-watches-126597792093-ulzze,Smart Watch Bluetooth Fitness Tracker Heart Rate Sleep Wristwatch For Men Women,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Activity Tracker, Bluetooth Tracker, Calorie Counter, Digital Watch, Fitness Tracker, Heart Rate Monitor, Pedometer, Sleep Tracker, Smart Watch, UK, USB Watch",9.99,14.99,3.26,UK,active,33.4,67.4,Watches,4
fashion-mens-watch-sports-electronic-wristwatch-large-dial-multifunctional-waterproof-luminous-alarm-kids-males-military-watch-126597792093-ebozx,Male Digital Sports Watch Military Style Waterproof Triple Sensor 55mm,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"55mm, digital sports watch, electronic watch, men watch, military style, outdoor watch, silicone strap, triple sensor, UK, waterproof",7.99,10.99,2.13,UK,active,27.3,73.3,Watches,9
y68-smart-watch-men-women-heart-rate-oxygen-blood-pressure-monitoring-multi-function-sleep-monitoring-smartwatch-for-ios-android-126597792093-q953f,Y68 Smart Watch Heart Rate Blood Pressure Sleep Monitor Fitness Tracker,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Activity Tracker, Blood Pressure Monitor, Bluetooth Watch, Fitness Tracker, Health Tracker, Heart Rate Monitor, Sleep Monitor, UK, Y68 Smart Watch",9.99,13.99,3.15,UK,active,28.6,68.5,Watches,4
4pcs-fashion-arabic-dial-men-business-quartz-watch-casusilicone-strap-wristwatch-with-necklace-set-reloj-hombre-without-box-126597792093-ufakc,4 Piece Men Gold Black Quartz Watch Jewelry Set Cross Necklace Bracelet Ring,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"cross necklace, curb bracelet, gold ring, jewelry set, men watch, mens jewelry, quartz watch, street style, UK",10.99,16.99,3.92,UK,active,35.3,64.3,Watches,9
geneva-high-quality-mens-luxury-belt-fashion-quartz-watch-men-round-business-student-sport-waterproof-glow-clock-126597792093-ntpw8,Geneva Men Luxury Quartz Watch Round Leather Strap Business Classic,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"alloy case, business chronograph, classic style, Geneva watch, luxury timepiece, men leather watch, roman dials, tachymeter bezel, UK",6.99,9.99,1.84,UK,active,30.0,73.7,Watches,9
laxasfit-smartwatch-bluetooth-talk-smartwatch-message-alert-heart-rate-monitor-sports-watch-for-android-ios-men-women-126597792093-ddfww,Laxasfit X10 Amoled Smartwatch Bluetooth Call Heart Rate Sports Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"amoled display, bluetooth call, health tracker, heart rate monitor, smartwatch, sports watch, UK, wearable, x10",17.99,25.99,7.13,UK,active,30.8,60.4,Watches,4
poedagar-square-luxury-men-wristwatch-waterproof-luminous-date-stainless-steel-male-clock-business-sports-quartz-watches-for-men-126597792093-bmqfc,POEDAGAR Square Luxury Men Wristwatch Stainless Steel Blue Dial Date Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"blue dial, business watch, date watch, luxury watch, men's watch, quartz movement, silver watch, square watch, stainless steel, timepiece, UK",26.99,39.99,11.84,UK,active,32.5,56.1,Watches,9
sapphero-mens-watch-waterproof-watch-chronograph-function-date-glowing-hands-stainless-steel-watch-business-watch-for-men-gift-126597792093-8ylmq,Sapphero Men Stainless Steel Chronograph Blue Date Waterproof Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"blue dial, business watch, chronograph, date watch, men watch, quartz movement, sapphero, silver watch, stainless steel, UK, waterproof",57.99,85.99,27.05,UK,active,32.6,53.4,Watches,9
laxasfit-2025-new-smart-watch-for-men-women-gift-full-touch-screen-sports-fitness-watch-bluetooth-call-digital-smartwatch-126597792093-h4x7s,Smart Watch Bluetooth Call Full Touch Screen Fitness Heart Rate Blood Pressure,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"blood oxygen, blood pressure, Bluetooth call, fitness tracker, heart rate, sleep monitor, smartwatch, step count, touch screen, UK",24.99,37.99,11.01,UK,active,34.2,55.9,Watches,4
poedagar-luxury-mens-watches-waterproof-luminous-date-week-men-watch-stainless-steel-casual-fashion-quartz-man-wristwatch-reloj-126597792093-u232r,Poedagar Luxury Men's Quartz Watch Green Gradient Dial Date Week Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"date week, fashion watch, green gradient dial, luxury wristwatch, men's watch, poedagar, quartz watch, stainless steel, UK",27.99,40.99,12.18,UK,active,31.7,56.5,Watches,9
laxasfit-new-mens-smart-watch-led-flashlight-outdoor-sports-smart-watch-wristwatch-health-monitoring-smart-watch-126597792093-xctlc,Laxasfit Men Smart Watch LED Flashlight Outdoor Sports Health Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Bluetooth Watch, Digital Watch, Health Monitor, LED Flashlight, Outdoor Sports, Rugged Wristwatch, Smart Watch, Touch Screen, UK",14.99,21.99,5.59,UK,active,31.8,62.7,Watches,4
gl-wear-2025-new-mens-smart-watch-hd-display-health-tracking-bluetooth-calling-voice-assistant-sports-smartwatch-126597792093-xuzjv,Men Smart Watch HD Amoled Display Bluetooth Calling Health Tracking Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"amoled, bluetooth calling, business watch, hd display, health tracker, men watch, smartwatch, UK, voice assistant",18.99,27.99,7.61,UK,active,32.2,59.9,Watches,4
fashion-men-business-watches-luxury-black-steel-band-male-analog-quartz-watch-relogio-masculino-reloj-hombre-126597792093-l0bet,Orlando Men Luxury Black Dial Gold Black Alloy Bracelet Analog Quartz Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"alloy bracelet, analog quartz, black dial, business casual, gold bracelet, luxury watch, men watch, Orlando watch, UK",9.99,14.99,3.42,UK,active,33.4,65.8,Watches,9
gl-wear-2025-new-mens-smart-watch-hd-display-health-tracking-bluetooth-calling-voice-assistant-sports-smartwatch-126597792093-htmsp,GL Wear GT4 Pro Men Smartwatch HD AMOLED Bluetooth Calling Health Tracker,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Bluetooth Calling, Fitness Watch, GT4 Pro, HD AMOLED, Health Tracker, Heart Rate, Men Watch, Metal Bracelet, Smartwatch, UK",23.99,35.99,10.42,UK,active,33.3,56.6,Watches,4
lige-2026-smart-watch-women-men-ladies-gift-sport-fitness-men-watches-heart-rate-monitor-waterproof-smartwatch-for-android-ios-126597792093-y8dl4,LIGE 2026 Smart Watch Heart Rate Blood Pressure Fitness Tracker Android,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Blood Pressure Monitor, Calorie Tracker, Fitness Tracker, Heart Rate Monitor, Sleep Tracker, Smart Watch, Step Counter, UK, Waterproof Watch",20.99,31.99,8.91,UK,active,34.4,57.6,Watches,4
fashion-men-luxury-watches-mens-business-pu-leather-quartz-watch-gifts-for-male-calendar-wristwatch-relogio-masculino-126597792093-qervl,Wokai Men Business Quartz Watch Rose Gold PU Leather Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"business watch, leather strap, men watch, moon phase, quartz watch, roman numerals, rose gold, UK, Wokai, wristwatch",5.99,8.99,1.46,UK,active,33.4,75.6,Watches,9
2024-smart-watch-android-phone-144-inch-color-screen-bluetooth-call-blood-oxygenpressure-monitoring-smart-watch-women-men-126597792093-n3xka,Smart Watch 1.44 Inch Bluetooth Call Color Screen Health Monitor Android,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"android compatible, bluetooth calling, color screen, fitness tracker, health monitor, heart rate, smart watch, touch display, UK",16.99,25.99,6.97,UK,active,34.6,59.0,Watches,4
2026-new-military-smart-watch-men-ip67-3atm-outdoor-sports-fitness-tracker-health-monitor-144inch-bt-call-smartwatch-126597792093-zbbi7,Men Military Smart Watch IP67 Outdoor Sports Fitness Tracker Bluetooth Call,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"bluetooth call, fitness tracker, led flashlight, men smart watch, military watch, outdoor sports, rugged watch, UK, water resistant, wireless call",13.99,20.99,5.26,UK,active,33.3,62.4,Watches,4
luxury-square-dial-men-quartz-wristwatch-fashion-stainless-steel-man-business-watches-with-calendar-reloj-hombre-without-box-126597792093-lacsn,Liboger Square Dial Men Quartz Wristwatch Two Tone Steel Business Calendar Blue,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"blue dial quartz, business watch, chronograph style, date window, gold bezel, liboger watch, square dial men, square wristwatch, stainless steel bracelet, two tone steel, UK",12.99,18.99,4.68,UK,active,31.6,64.0,Watches,9
poedagar-original-fashion-men-clock-luminous-waterproof-chronograph-date-man-wristwatch-leather-quartz-sport-mens-watches-reloj-126597792093-iuw6s,Poedagar Men Quartz Chronograph Watch Blue Leather Strap Date Waterproof,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"blue leather strap, date display, fashion timepiece, men wristwatch, multi dial, Poedagar, quartz chronograph, sport watch, tachymeter, UK, water resistant",25.99,37.99,11.12,UK,active,31.6,57.2,Watches,9
luxury-big-dial-men-square-watch-casual-pu-leather-strap-men-sports-watches-126597792093-cvx9z,Yolako Men Square Watch Big Dial Black Leather Strap Chronograph,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"42mm case, big dial, chronograph, leather strap, luxury watch, men watch, quartz, square watch, UK",9.99,14.99,3.32,UK,active,33.4,66.8,Watches,9
led-light-flash-luminous-watches-women-men-boys-girls-silicone-wrist-watch-fashion-rhinestone-clock-kids-children-relogio-saati-126597792093-pqmdh,Geneva Rhinestone Jelly Watch Black Dial LED Flash Luminous Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"black dial, clear watch, flash watch, geneva watch, jelly watch, led watch, luminous watch, quartz watch, rhinestone watch, UK, wristwatch",7.99,10.99,2.04,UK,active,27.3,74.5,Watches,9
poedagar-business-men-wristwatch-waterproof-luminous-date-chronograph-sport-man-clock-leather-quartz-fashion-mens-watches-reloj-126597792093-7fvkf,Poedagar Men Emerald Dial Business Leather Chronograph Watch Date Quartz,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"business timepiece, date window, emerald dial, leather strap, men chronograph, poedagar, quartz movement, silver case, UK, waterproof",33.99,50.99,15.27,UK,active,33.3,55.1,Watches,9
for-xiaomi-watch-5-global-version-sports-smart-watch-men-women-hd-amoled-screen-heart-rate-call-gps-track-waterproof-smartwatch-126597792093-ccyit,Watch 5 Sports Smartwatch HD AMOLED Heart Rate GPS Waterproof Call,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Bluetooth call, GPS, HD AMOLED, Heart rate, Smartwatch, Sports watch, UK, Watch 5, Waterproof",26.99,40.99,11.92,UK,active,34.2,55.8,Watches,4
poedagar-luxury-square-mens-watches-waterproof-luminous-date-week-men-watch-stainless-steel-fashion-quartz-man-wristwatch-reloj-126597792093-fnlpw,Poedagar Luxury Black Men Watch Stainless Steel Quartz Date Week Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"black link bracelet, black wristwatch, date week, day date, geometric case, luxury timepiece, men watch, poedagar, quartz movement, stainless steel, UK",30.99,45.99,13.76,UK,active,32.6,55.6,Watches,9
24pcs-fashion-arabic-dial-women-watches-simple-quaretz-wristwatch-with-bracelets-set-reloj-mujerwithout-box-126597792093-jykl3,Women Watch Bracelet Set Arabic Dial Quartz Gold Simple Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"alloy case, arabic dial, bracelet set, daily style, gold tone, heart charm, layered looks, Nigeria, quartz watch, simple watch, women wristwatch",11.99,17.99,4.26,Nigeria,active,33.4,64.5,Watches,9
4pcs-fashion-arabic-dial-men-business-quartz-watch-casusilicone-strap-wristwatch-with-necklace-set-reloj-hombre-without-box-126597792093-knitb,4 Piece Men Gold Black Skeleton Quartz Watch Ring Necklace Bracelet Set,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"cross necklace, curb bracelet, gift set, gold ring, men jewelry, Nigeria, quartz watch, skeleton watch, watch set",11.99,17.99,4.34,Nigeria,active,33.4,63.8,Watches,9
gl-wear-2026-smartwatch-outdoor-sport-fitness-hr-spo2-sleep-monitor-led-flashlight-bluetooth-call-men-women-126597792093-xtvlg,GL Wear Smartwatch Outdoor Sport LED Flashlight Bluetooth Call Fitness,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"BLE 5.2, Bluetooth Call, Fitness Tracker, GL Wear, HD Display, Health Monitor, LED Flashlight, Nigeria, Outdoor Sport, Smartwatch, Touch Screen",14.99,21.99,5.6,Nigeria,active,31.8,62.6,Watches,4
new-smart-watch-bluetooth-call-camera-control-multiple-sports-modes-watches-heart-rate-blood-oxygen-sleep-monitoring-smartwatch-126597792093-llkos,New Smart Watch Bluetooth Calling Touchscreen Health Tracker,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Bluetooth Calling, BT 5.3, Health Tracker, Music Control, Nigeria, Smart Watch, Social Alerts, Sports Watch, Touchscreen, Wearable, Weather Monitor",24.99,36.99,10.74,Nigeria,active,32.4,57.0,Watches,4
paazomu-fashion-original-men-clock-waterproof-stainless-steel-elegant-man-wristwatch-quartz-casual-business-mens-watches-reloj-126597792093-filcg,PAAZOMU Creative Men Watch WiFi Signal Blue Dial Stainless Quartz Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"blue dial, creative watch, fashion watch, men watch, Nigeria, quartz watch, stainless steel, unique timepiece, wifi signal",31.99,47.99,14.44,Nigeria,active,33.3,54.9,Watches,9
smael-brand-8109-new-electronic-watch-fashion-square-dual-display-waterproof-luminous-multi-color-for-men-126597792093-wpbm6,SMAEL 8109 Men Square Analog Digital Dual Luminous Waterproof Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"black gold, dual display, led display, luminous, men watch, Nigeria, quartz, SMAEL, sports watch, square watch, waterproof",17.99,26.99,7.36,Nigeria,active,33.3,59.1,Watches,9
2pcsset-men-business-watches-fashion-arabic-dial-steel-band-males-quartz-watch-set-without-box-126597792093-eqj7p,Saigela Two Piece Set Men Quartz Watch Gold Steel Band Arabic Dial,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"arabic dial, business style, chronograph, gold steel band, men watch, Nigeria, quartz watch, saigela, two piece set",16.99,24.99,6.83,Nigeria,active,32.0,59.8,Watches,9
2026-rugged-military-smart-watch-men-outdoor-watches-lp68-waterproof-201-al-voice-bluetooth-call-smartwatch-for-android-los-126597792093-ib07n,Lige Rugged Outdoor Smart Watch Men IP68 Waterproof Android Bluetooth Call,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Android watch, Bluetooth call, HD display, IP68 waterproof, Lige, men smartwatch, Nigeria, outdoor watch, rugged smartwatch, sport watch, stainless steel",40.99,61.99,18.92,Nigeria,active,33.9,53.8,Watches,4
2026-smart-watch-android-ios-phone-201-inch-color-screen-bluetooth-answer-call-fitness-watches-tracker-smartwatch-women-men-126597792093-bcflw,2026 Smart Watch 2.01 Inch Bluetooth Call Fitness Tracker Android IOS Unisex,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Bluetooth Call, Digital Watch, Fitness Tracker, Health Monitor, Nigeria, Smart Watch, TFT Display, Unisex Watch, Wearable Tech",20.99,30.99,8.68,Nigeria,active,32.3,58.6,Watches,4
2pcs-fashion-rectangle-women-quartz-watch-rhinestone-bracelet-set-roma-dial-ladies-wristwatches-girls-clock-reloj-mujer-126597792093-gq1tz,Ladies 2pcs Gold Rectangle Quartz Watch Rhinestone Bracelet Set Roman Dial Gold,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"gold bracelet, jewelry set, ladies set, link band, Nigeria, quartz watch, rectangle watch, rhinestone bracelet, roman dial",9.99,14.99,3.38,Nigeria,active,33.4,66.2,Watches,9
womens-quartz-watch-gold-luxury-women-ring-necklace-earring-rhinestone-fashion-wristwatch-casual-ladies-watches-jewelry-set-126597792093-1g5cz,Ladies Gold Rhinestone Swan Jewelry Set Watch Necklace Ring Earrings,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Crystal bracelet, Crystal earrings, Fashion jewelry, Gold ring, Gold watch, Ladies jewelry, Nigeria, Quartz watch, Rhinestone set, Swan necklace, Swan pendant",10.99,15.99,3.81,Nigeria,active,31.3,65.3,Watches,9
elegant-oval-dial-women-wristwatch-fashion-ladies-quartz-watch-reloj-mujer-girls-clock-giftwithout-box-126597792093-xks5m,Elegant Gold Tone Oval Dial Women Quartz Wristwatch Fashion Gift,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"daily wear, fashion gift, gold tone, metal bracelet, Nigeria, oval dial, quartz movement, slim profile, women wristwatch",8.99,13.99,2.92,Nigeria,active,35.7,67.5,Watches,9
6pcs-women-watch-jewelry-set-fashion-quartz-watch-crystal-infinity-bracelet-necklace-earring-ring-for-ladieswithout-box-126597792093-fxfip,Women Gold Quartz Watch Crystal Infinity Bracelet Necklace Ring Earrings 6 Pcs,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"crystal earrings, crystal jewelry set, gift set for her, gold bracelet, gold quartz watch, jewelry collection, Nigeria, pendant necklace, women jewelry set",8.99,13.99,3.0,Nigeria,active,35.7,66.6,Watches,9
laxasfit-201-inch-curved-screen-mens-smart-watch-bluetooth-53-hd-call-multiple-sports-modes-woman-watch-gift-126597792093-3foor,LAXASFIT 2.01 Curved Smart Watch Bluetooth 5.3 HD Call Sports Gift,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"3d display, curved screen, fitness tracker, hd call, Nigeria, smart watch, smartwatch, sports watch, super amoled",23.99,34.99,10.16,Nigeria,active,31.4,57.6,Watches,4
women-sneakers-summer-fashion-black-sports-casual-shoes-breathable-mesh-lightweight-air-cushion-non-slip-running-shoe-zapatillas-126597792093-g9ggv,Women Black Breathable Mesh Air Cushion Sneakers Lightweight Running Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"air cushion shoes, black mesh shoes, breathable knit upper, comfort footwear, Egypy, lightweight running shoes, slip on sneakers, summer sports shoes, women sneakers",33.99,50.99,16.84,Unspecified,active,33.3,50.5,Footwear,1
women-platform-wedge-sandals-summer-fashion-new-comfortable-shoes-for-women-light-casual-velcro-beach-sandals-zapatos-de-mujer-126597792093-h78ct,White Platform Wedge Sandals For Women Velcro Straps Beach Fashion,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Beach Fashion, Casual Footwear, Chunky Shoes, Egypy, Streetwear, Summer Style, Velcro Straps, Wedge Sandals, White Platform",35.99,53.99,4.37,Unspecified,active,33.3,87.9,Footwear,1
women-running-shoes-breathable-casual-shoes-outdoor-light-weight-sports-shoes-casual-walking-sneakers-tenis-feminino-shoes-126597792093-vl0af,Women Lightweight Breathable Knit Mesh Running Shoes Casual Walking Sneakers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"air cushion, athletic sneakers, breathable sneakers, casual walking, Egypy, knit mesh, lightweight shoes, mesh upper, women running shoes",48.99,72.99,12.63,Unspecified,active,32.9,74.2,Footwear,1
winter-womens-faux-fur-boots-fluffy-plush-warm-snow-boots-luxury-girls-furry-fashion-footwear-winter-shoe-126597792093-lrkiw,Women Winter Luxury Faux Fur Boots Fluffy Plush Warm Snow Footwear,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Egypy, faux fur boots, fluffy snow boots, furry ankle boots, luxury winter boots, plush footwear, warm winter shoes, winter footwear, women winter boots",61.99,91.99,6.92,Unspecified,active,32.6,88.8,Footwear,0
women-platform-slippers-flat-sandals-outdoor-floral-slippers-ladies-new-summer-women-shoes-beach-slides-women-2026-flip-flops-126597792093-ltwnw,Women Platform Floral Print Slide Sandals Summer Beach Flip Flops,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Beach Flip Flops, Casual Slippers, Egypy, Floral Print Slides, Gold Slide Sandals, Platform Walkers, Poolside Shoes, Summer Thong Sandals, Women Platform Sandals",33.99,50.99,6.51,Unspecified,active,33.3,80.8,Footwear,6
designer-sneakers-for-women-summer-leather-waterproof-casual-sports-shoes-women-lightweight-breathable-non-slip-platform-shoes-126597792093-xaje8,Women White Red Dragon Embroidery Platform Sneakers Lightweight Sports,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Colorblock sneakers, Dragon embroidery, Egypy, Mesh trainers, Platform shoes, Red white sneakers, Retro runners, Streetwear shoes, Women sneakers",47.99,70.99,7.62,Unspecified,active,32.4,84.1,Footwear,1
baasploa-women-casual-sneakers-leather-platform-sneakers-for-women-classics-comfort-skateboarding-shoes-non-slip-126597792093-hfntf,Baasploa Women Casual Platform Sneakers Faux Leather Comfort Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"casual footwear, comfort shoes, Egypy, faux leather, gold accents, lace up, platform shoes, skate style, urban style, white sneakers, women sneakers",30.99,46.99,15.37,Unspecified,active,34.0,50.4,Footwear,1
cansnow-womens-watch-luxury-fashion-rose-gold-bangle-bracelet-watch-women-dress-clock-female-lady-saati-girls-wristwatch-relojes-126597792093-i6k9d,Cansnow Women Gold Bangle Bracelet Watch Luxury Fashion Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"analog dial, bracelet watch, Egypy, fashion cuff, gold bangle, luxury wristwatch, quartz movement, stainless steel, women watch",7.99,10.99,3.3,Unspecified,active,27.3,58.7,Watches,9
sport-band-for-apple-watch-straps-45mm-49mm-44mm-40mm-41mm-42mm-46mm-silicone-bracelet-iwatch-ultra-2-series-10-9-8-se-7-6-5-4-3-126597792093-vg5u2,Premium Perforated Silicone Sport Band for Apple Watch Series,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Apple Watch band, Egypy, Perforated strap, Silicone sport band, Stainless buckle, Sweat resistant, Universal fit, Ventilated band, Workout band",2.99,3.99,1.01,Unspecified,active,25.1,66.2,Watches,3
fashion-womens-gold-watch-bangle-bracelet-stainless-steel-luxury-watches-for-women-ladies-quartz-wristwatch-relogio-126597792093-2vks1,Cansnow Women Gold Bangle Watch Square Black Dial Crystal Bezel Stainless Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"black dial, Cansnow, crystal bezel, Egypy, gold bangle, jewelry watch, quartz watch, stainless steel, women watch",5.99,8.99,2.58,Unspecified,active,33.4,56.9,Watches,9
for-xiaomi-watch-5-global-version-sports-smart-watch-men-women-hd-amoled-screen-heart-rate-call-gps-track-waterproof-smartwatch-126597792093-evfdm,Xiaomi Watch 5 Global Version Smart Watch HD AMOLED Heart Rate GPS Waterproof,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Egypy, fitness tracker, global version, gps tracker, hd amoled, health monitor, heart rate monitor, smart watch, sports watch, waterproof, xiaomi watch 5",20.99,30.99,10.11,Unspecified,active,32.3,51.8,Watches,4
